,Game,Nash
529,"( ([[0.01080945, 0.95549554, 0.26046903],
       [0.43662563, 0.66282091, 0.04383615],
       [0.28481617, 0.58249487, 0.00876506]]),  ([[0.08497703, 0.22288974, 0.81507986],
       [0.50058432, 0.00118772, 0.40119113],
       [0.07578508, 0.79538131, 0.24988734]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.11982359, 0.88017641, 0.        ]),  ([0.33719853, 0.        , 0.66280147]))]"
530,"( ([[0.16571683, 0.34512423, 0.50072475],
       [0.38091052, 0.33642224, 0.72170906],
       [0.14803315, 0.90221089, 0.54242175]]),  ([[0.29727756, 0.79812155, 0.51323537],
       [0.12214979, 0.75540279, 0.91520465],
       [0.21991521, 0.10018903, 0.59657668]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
531,"( ([[0.33433814, 0.75196518, 0.86253494],
       [0.31751745, 0.80992584, 0.92522715],
       [0.16603336, 0.25568541, 0.01404138]]),  ([[0.37641486, 0.87721016, 0.67759915],
       [0.00480253, 0.28772247, 0.43418478],
       [0.19831102, 0.78010416, 0.144916  ]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
532,"( ([[0.04954462, 0.08147097, 0.67889067],
       [0.63654662, 0.19146102, 0.94090534],
       [0.17787839, 0.46163447, 0.48520614]]),  ([[0.52473607, 0.33393077, 0.23725773],
       [0.20007999, 0.18137184, 0.20717135],
       [0.57978314, 0.53674868, 0.99941781]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
533,"( ([[0.00530037, 0.35748457, 0.50314288],
       [0.47859192, 0.26210874, 0.23648526],
       [0.37958384, 0.68924339, 0.89829313]]),  ([[0.11580019, 0.60654733, 0.31193505],
       [0.06394312, 0.27696705, 0.23793576],
       [0.47616821, 0.14938016, 0.13722573]]))","[( ([0.        , 0.60537384, 0.39462616]),  ([0.81182277, 0.18817723, 0.        ]))]"
534,"( ([[0.72579049, 0.36624703, 0.02765435],
       [0.33169484, 0.02846348, 0.00409053],
       [0.26176586, 0.96031214, 0.05126962]]),  ([[0.97051986, 0.35088566, 0.81990176],
       [0.21931078, 0.46751788, 0.58265297],
       [0.54798129, 0.50776566, 0.29761281]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
535,"( ([[0.24338088, 0.26016238, 0.12336683],
       [0.36633405, 0.20790449, 0.41274762],
       [0.42691012, 0.25339601, 0.11228883]]),  ([[0.13637436, 0.23279397, 0.34706145],
       [0.78824199, 0.55919724, 0.75875846],
       [0.0876995 , 0.29630294, 0.03554881]]))","[( ([0.16086405, 0.43541159, 0.40372436]),  ([0.03857466, 0.82824609, 0.13317926]))]"
536,"( ([[0.01775145, 0.49476357, 0.00757674],
       [0.45047026, 0.55195327, 0.81667801],
       [0.37620433, 0.06634709, 0.23399868]]),  ([[0.07961931, 0.15363334, 0.40091868],
       [0.06497245, 0.04444347, 0.80873288],
       [0.77210835, 0.33014774, 0.55552677]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
537,"( ([[0.85084265, 0.73760981, 0.84508782],
       [0.06993925, 0.13133662, 0.40619343],
       [0.06973888, 0.92101085, 0.77842724]]),  ([[0.7993386 , 0.17343686, 0.976269  ],
       [0.5053334 , 0.79269106, 0.99795867],
       [0.44495004, 0.24612352, 0.5728822 ]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
538,"( ([[0.75084563, 0.33050554, 0.72881046],
       [0.04724526, 0.17522322, 0.29846978],
       [0.90495807, 0.84952294, 0.96669425]]),  ([[0.72232076, 0.59242653, 0.66901214],
       [0.16947729, 0.66154435, 0.05876956],
       [0.53314493, 0.16050709, 0.39500202]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
539,"( ([[0.35712794, 0.77992879, 0.19148573],
       [0.31628647, 0.20823117, 0.14924648],
       [0.09192754, 0.22145538, 0.68876453]]),  ([[0.47668994, 0.9918723 , 0.60715909],
       [0.14722509, 0.29443081, 0.80988471],
       [0.14055275, 0.32106444, 0.91514259]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.60695075, 0.        , 0.39304925]),  ([0.        , 0.47101848, 0.52898152]))]"
540,"( ([[0.12016371, 0.81035009, 0.96242511],
       [0.1446206 , 0.04257605, 0.13625928],
       [0.92927725, 0.46193143, 0.70656418]]),  ([[0.0442746 , 0.37872681, 0.71774076],
       [0.0338901 , 0.58708329, 0.91944315],
       [0.54396055, 0.10316875, 0.8947256 ]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
541,"( ([[0.1067678 , 0.21684751, 0.64563128],
       [0.98708975, 0.54544536, 0.27084494],
       [0.91586311, 0.976468  , 0.5380943 ]]),  ([[0.82131366, 0.86093893, 0.90255024],
       [0.86995505, 0.7534556 , 0.09780346],
       [0.26660221, 0.65005679, 0.60729967]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.50679046, 0.        , 0.49320954]),  ([0.       , 0.1240109, 0.8759891])), ( ([0.        , 0.76697968, 0.23302032]),  ([0.8581847, 0.1418153, 0.       ]))]"
542,"( ([[0.63999172, 0.72057909, 0.43326841],
       [0.42093816, 0.60032509, 0.08313154],
       [0.56706698, 0.47452757, 0.62434382]]),  ([[0.19484115, 0.87550766, 0.44867997],
       [0.1221352 , 0.02037172, 0.33129585],
       [0.57493647, 0.64198502, 0.61332507]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
543,"( ([[0.72032596, 0.15505092, 0.95926887],
       [0.66617104, 0.99047276, 0.29428311],
       [0.68797175, 0.45972009, 0.5570271 ]]),  ([[0.43331813, 0.07509581, 0.37565201],
       [0.6650844 , 0.29265176, 0.71084626],
       [0.7537498 , 0.12738276, 0.85103327]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
544,"( ([[0.53826615, 0.40502025, 0.03635034],
       [0.4254331 , 0.6213147 , 0.32355345],
       [0.21462114, 0.25097067, 0.44967314]]),  ([[0.91736523, 0.05053494, 0.93762766],
       [0.83628621, 0.55068439, 0.57997565],
       [0.60942259, 0.77717368, 0.64857142]]))","[( ([0.9267375, 0.0732625, 0.       ]),  ([0.71794286, 0.        , 0.28205714]))]"
545,"( ([[0.23923293, 0.25010026, 0.18514806],
       [0.91644872, 0.20251571, 0.44218351],
       [0.36861892, 0.10207588, 0.89902939]]),  ([[2.84981480e-01, 5.39583794e-01, 9.51780977e-02],
       [3.46188542e-01, 2.95129419e-01, 4.57422153e-01],
       [9.54709696e-01, 4.69095202e-04, 4.14798295e-01]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0.26750149, 0.73249851, 0.        ]),  ([0.        , 0.84379048, 0.15620952])), ( ([0.        , 0.82917229, 0.17082771]),  ([0.45471975, 0.        , 0.54528025]))]"
546,"( ([[0.07558026, 0.96076895, 0.54328264],
       [0.57274033, 0.86655765, 0.37596881],
       [0.91047781, 0.13670379, 0.28881439]]),  ([[0.00466529, 0.62099022, 0.33754672],
       [0.10349333, 0.82866727, 0.2606447 ],
       [0.24475552, 0.91895912, 0.13832634]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
547,"( ([[0.01268741, 0.28714403, 0.60734288],
       [0.26974413, 0.84415228, 0.04299222],
       [0.04084931, 0.61803395, 0.63249927]]),  ([[0.2848771 , 0.72234855, 0.32806057],
       [0.14834602, 0.47751085, 0.01429305],
       [0.53913147, 0.81944291, 0.40937482]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
548,"( ([[0.65474848, 0.80442689, 0.81490049],
       [0.41533514, 0.29160087, 0.660583  ],
       [0.41469834, 0.74378347, 0.27194627]]),  ([[0.89770808, 0.78961461, 0.11381165],
       [0.6051814 , 0.70163465, 0.49727845],
       [0.90824148, 0.44785604, 0.43377614]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
549,"( ([[0.37632166, 0.97287166, 0.38603695],
       [0.5184046 , 0.97190114, 0.02278873],
       [0.95095983, 0.00869159, 0.16055682]]),  ([[0.59415888, 0.76751325, 0.27566354],
       [0.48011474, 0.16804355, 0.39341618],
       [0.37949331, 0.32971512, 0.89347141]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0.64288166, 0.35711834, 0.        ]),  ([0.00678434, 0.99321566, 0.        ])), ( ([0.46742805, 0.20786001, 0.32471194]),  ([0.52780852, 0.26645341, 0.20573807]))]"
550,"( ([[0.33349712, 0.41353965, 0.14617762],
       [0.31840105, 0.07413105, 0.21163375],
       [0.43588015, 0.40536861, 0.51659812]]),  ([[0.48086983, 0.19241809, 0.11554384],
       [0.25613314, 0.64016928, 0.94700335],
       [0.45180123, 0.45450214, 0.79025018]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
551,"( ([[0.78990894, 0.28127985, 0.40830781],
       [0.55332602, 0.51097831, 0.42282365],
       [0.09719069, 0.26079686, 0.84702832]]),  ([[0.8240703 , 0.51290262, 0.89333316],
       [0.69001961, 0.42392428, 0.93996598],
       [0.37254024, 0.27715175, 0.130826  ]]))","[( ([0.77727342, 0.        , 0.22272658]),  ([0.38775454, 0.        , 0.61224546]))]"
552,"( ([[0.76810056, 0.74196576, 0.02826665],
       [0.45933636, 0.10657767, 0.91088678],
       [0.27143511, 0.34022262, 0.33302142]]),  ([[0.02934012, 0.69401759, 0.12846193],
       [0.63478145, 0.23736416, 0.13353667],
       [0.77208951, 0.8080241 , 0.74504092]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
553,"( ([[0.31516468, 0.18010447, 0.98450926],
       [0.05849306, 0.06032103, 0.38262805],
       [0.44862984, 0.90797962, 0.27701416]]),  ([[0.3550079 , 0.79338417, 0.57830067],
       [0.3118215 , 0.28466491, 0.00159084],
       [0.48867343, 0.10040767, 0.38357876]]))","[( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.32003254, 0.        , 0.67996746]),  ([0.84129434, 0.        , 0.15870566])), ( ([0.56832611, 0.        , 0.43167389]),  ([0.        , 0.49290077, 0.50709923]))]"
554,"( ([[0.83060226, 0.49089388, 0.65903511],
       [0.82384468, 0.29114839, 0.90648031],
       [0.27679445, 0.28171124, 0.63355819]]),  ([[0.91707961, 0.57576284, 0.4155838 ],
       [0.78794341, 0.05936983, 0.35621501],
       [0.61988054, 0.22417326, 0.206202  ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
555,"( ([[0.47671595, 0.59138612, 0.67072612],
       [0.8813697 , 0.32636263, 0.71740813],
       [0.91370447, 0.87003882, 0.42126309]]),  ([[0.87123428, 0.5290459 , 0.51750162],
       [0.6066125 , 0.3685361 , 0.2563817 ],
       [0.95046391, 0.96453028, 0.7191621 ]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
556,"( ([[0.77479888, 0.68912013, 0.23742753],
       [0.70413968, 0.84348038, 0.66714586],
       [0.2223212 , 0.44732119, 0.70742806]]),  ([[0.64333472, 0.60691605, 0.45814673],
       [0.72738892, 0.85540009, 0.20220675],
       [0.00636798, 0.07995348, 0.75454426]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.77851543, 0.22148457, 0.        ]),  ([0.68598627, 0.31401373, 0.        ])), ( ([0.        , 0.50805758, 0.49194242]),  ([0.        , 0.09229693, 0.90770307]))]"
557,"( ([[0.06148334, 0.73645563, 0.11873742],
       [0.97260182, 0.97211465, 0.99896332],
       [0.64079591, 0.81793006, 0.26101928]]),  ([[0.14845961, 0.3160698 , 0.90675915],
       [0.2548831 , 0.33170585, 0.54834597],
       [0.2667865 , 0.76391791, 0.50173858]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
558,"( ([[0.7415102 , 0.00783484, 0.70517947],
       [0.36043123, 0.42278195, 0.75777028],
       [0.15038042, 0.67179972, 0.62520141]]),  ([[0.51506949, 0.3685893 , 0.59550267],
       [0.99541971, 0.13021184, 0.1196688 ],
       [0.12869913, 0.39133627, 0.29648942]]))","[( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.91588108, 0.08411892, 0.        ]),  ([0.12126925, 0.        , 0.87873075])), ( ([0.25831245, 0.13916543, 0.60252212]),  ([0.4956469 , 0.44805698, 0.05629612]))]"
559,"( ([[0.74185648, 0.22392333, 0.7637634 ],
       [0.92892902, 0.28797094, 0.70369686],
       [0.72976155, 0.10625789, 0.9676844 ]]),  ([[0.94630661, 0.35731228, 0.738252  ],
       [0.44430881, 0.90509872, 0.2382741 ],
       [0.46222322, 0.26567639, 0.30575771]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
560,"( ([[0.39378417, 0.96757345, 0.73740011],
       [0.79491984, 0.05359886, 0.93280785],
       [0.55208459, 0.2638747 , 0.38541492]]),  ([[0.25337107, 0.24653888, 0.08768505],
       [0.42865326, 0.3456268 , 0.69708679],
       [0.16440202, 0.42737505, 0.10759464]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
561,"( ([[0.84476   , 0.61971421, 0.52897202],
       [0.49665234, 0.25763932, 0.31162924],
       [0.26695291, 0.62184509, 0.40985871]]),  ([[1.15749441e-01, 2.08863512e-01, 9.22211629e-01],
       [8.44120485e-01, 6.27790233e-01, 8.56073370e-01],
       [4.03105042e-04, 5.10436565e-02, 5.24170077e-02]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
562,"( ([[0.65992771, 0.40397644, 0.2796364 ],
       [0.3406643 , 0.59293242, 0.5204791 ],
       [0.99321382, 0.33563558, 0.03508004]]),  ([[0.3703024 , 0.45952316, 0.33050648],
       [0.1840153 , 0.28985004, 0.79874743],
       [0.54478742, 0.00423538, 0.82153431]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
563,"( ([[0.46932668, 0.10325486, 0.85542415],
       [0.34926829, 0.42271821, 0.15174585],
       [0.45725946, 0.53457917, 0.64371896]]),  ([[0.35280514, 0.46713994, 0.83845879],
       [0.72405274, 0.94427315, 0.58019868],
       [0.31628359, 0.98568927, 0.36186322]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.62686957, 0.        , 0.37313043]),  ([0.        , 0.32923091, 0.67076909]))]"
564,"( ([[0.18553988, 0.13976898, 0.64836263],
       [0.35021453, 0.55389329, 0.5216249 ],
       [0.46995384, 0.47230449, 0.89037051]]),  ([[0.29541355, 0.99947485, 0.14734767],
       [0.23867516, 0.71509323, 0.38330142],
       [0.69965587, 0.65158616, 0.54379435]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.        , 0.09165076, 0.90834924]),  ([0.40525288, 0.59474712, 0.        ]))]"
565,"( ([[0.26675538, 0.08856034, 0.52102132],
       [0.79034483, 0.54864897, 0.87235402],
       [0.75959443, 0.84158562, 0.06780276]]),  ([[0.62052275, 0.83608039, 0.59284254],
       [0.98234334, 0.18086885, 0.30738873],
       [0.2755303 , 0.61660245, 0.22245007]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.        , 0.29851924, 0.70148076]),  ([0.90499959, 0.09500041, 0.        ]))]"
566,"( ([[0.08792536, 0.40865284, 0.03846663],
       [0.41524352, 0.95787579, 0.96264451],
       [0.56180439, 0.7074361 , 0.73838383]]),  ([[0.82296112, 0.6677378 , 0.42030446],
       [0.08819873, 0.42978036, 0.6350909 ],
       [0.2691499 , 0.80554602, 0.82284438]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
567,"( ([[0.30195331, 0.07982858, 0.60130218],
       [0.53991127, 0.94645252, 0.10228115],
       [0.31076436, 0.65028188, 0.98383757]]),  ([[0.44804605, 0.5296058 , 0.74722279],
       [0.35300315, 0.29030429, 0.11442595],
       [0.9284678 , 0.72331425, 0.68814851]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
568,"( ([[0.08934976, 0.91525108, 0.32011519],
       [0.59144065, 0.38459307, 0.25969226],
       [0.70279437, 0.72860772, 0.51270714]]),  ([[0.13033215, 0.51884857, 0.19633643],
       [0.19834686, 0.43842503, 0.73769182],
       [0.36893792, 0.78865578, 0.88271951]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.22580215, 0.        , 0.77419785]),  ([0.        , 0.50784288, 0.49215712]))]"
569,"( ([[0.38068676, 0.12924878, 0.55853246],
       [0.46997997, 0.95758314, 0.2321537 ],
       [0.27429078, 0.74891029, 0.80843485]]),  ([[0.10895145, 0.35390006, 0.46220411],
       [0.03441612, 0.75610809, 0.47984015],
       [0.9062206 , 0.4713406 , 0.0947864 ]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
570,"( ([[0.03806841, 0.44723526, 0.0213955 ],
       [0.42922199, 0.58732656, 0.29574998],
       [0.04915427, 0.70636841, 0.81033528]]),  ([[0.65686747, 0.91458186, 0.25358087],
       [0.41863316, 0.96499714, 0.2893597 ],
       [0.08748386, 0.78764076, 0.71540202]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
571,"( ([[0.76957444, 0.86774649, 0.80639513],
       [0.20210517, 0.32309731, 0.22099189],
       [0.17098062, 0.30765228, 0.29695282]]),  ([[0.37711952, 0.64676707, 0.46417736],
       [0.1556844 , 0.53081179, 0.65113336],
       [0.24560897, 0.6148368 , 0.25302669]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
572,"( ([[0.58975617, 0.83869455, 0.75560352],
       [0.45547619, 0.82657495, 0.46870522],
       [0.13031404, 0.95745442, 0.01857533]]),  ([[0.46660118, 0.17307497, 0.40187107],
       [0.09011982, 0.42663482, 0.5138591 ],
       [0.33233184, 0.05676917, 0.32352179]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
573,"( ([[0.77947872, 0.33823872, 0.11702339],
       [0.94054902, 0.82091381, 0.09922201],
       [0.30224684, 0.7490874 , 0.22892949]]),  ([[0.56955966, 0.3524079 , 0.42308639],
       [0.99431251, 0.64675138, 0.69030369],
       [0.4414956 , 0.22588652, 0.77472044]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.       , 0.5229241, 0.4770759]),  ([0.16888783, 0.        , 0.83111217]))]"
574,"( ([[0.17053235, 0.5439319 , 0.06050235],
       [0.37086236, 0.56809615, 0.21625168],
       [0.08099751, 0.35012595, 0.97360332]]),  ([[0.83468038, 0.07829708, 0.72338956],
       [0.41490125, 0.20084854, 0.95871484],
       [0.26123813, 0.50801004, 0.59952994]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
575,"( ([[0.80432546, 0.1872377 , 0.48833476],
       [0.76019574, 0.60685901, 0.50503659],
       [0.45850488, 0.90318068, 0.74545456]]),  ([[0.90374947, 0.6121058 , 0.88865914],
       [0.02750598, 0.24331664, 0.03313472],
       [0.64181511, 0.20261921, 0.22226209]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0.42528095, 0.57471905, 0.        ]),  ([0.90484179, 0.09515821, 0.        ])), ( ([0.        , 0.67052137, 0.32947863]),  ([0.49551079, 0.50448921, 0.        ]))]"
576,"( ([[0.19364157, 0.05793934, 0.71654116],
       [0.90612958, 0.73984711, 0.23720406],
       [0.8206857 , 0.12749761, 0.3305428 ]]),  ([[0.08529795, 0.66998415, 0.87070783],
       [0.90413975, 0.94779535, 0.74145727],
       [0.19948849, 0.76716963, 0.8431208 ]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.50689624, 0.49310376, 0.        ]),  ([0.        , 0.41277865, 0.58722135]))]"
577,"( ([[0.50152941, 0.50983411, 0.39363054],
       [0.78485538, 0.32619692, 0.90141192],
       [0.19766861, 0.68091664, 0.93281148]]),  ([[0.22675242, 0.13399904, 0.36053125],
       [0.22372347, 0.25144792, 0.46314167],
       [0.82712535, 0.51759737, 0.07820666]]))","[( ([0.        , 0.75775648, 0.24224352]),  ([0.05076018, 0.        , 0.94923982]))]"
578,"( ([[0.77786103, 0.85469432, 0.34307945],
       [0.81858591, 0.67402216, 0.95245941],
       [0.70400661, 0.86682416, 0.03604247]]),  ([[0.50927721, 0.50852386, 0.32483647],
       [0.40621485, 0.12706612, 0.43348678],
       [0.85940655, 0.92084948, 0.4393057 ]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.98788763, 0.        , 0.01211237]),  ([0.14107044, 0.85892956, 0.        ]))]"
579,"( ([[0.49138714, 0.3066392 , 0.07562953],
       [0.07179369, 0.58492858, 0.04697178],
       [0.24339251, 0.0634382 , 0.92521155]]),  ([[0.39423859, 0.60224724, 0.59692705],
       [0.7082056 , 0.99648332, 0.2959788 ],
       [0.55619637, 0.45425615, 0.335411  ]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
580,"( ([[0.59130035, 0.31282979, 0.44619764],
       [0.91470248, 0.87017066, 0.67261443],
       [0.92086246, 0.76136083, 0.43366666]]),  ([[0.19331399, 0.17193171, 0.43655392],
       [0.82716062, 0.21816115, 0.29922513],
       [0.11303104, 0.64121735, 0.10940376]]))","[( ([0.        , 0.46446791, 0.53553209]),  ([0.94642085, 0.05357915, 0.        ]))]"
581,"( ([[0.92119316, 0.07735855, 0.37414326],
       [0.57848743, 0.82296191, 0.87200968],
       [0.22177705, 0.65584374, 0.34733417]]),  ([[0.62352727, 0.74829397, 0.73249235],
       [0.9662525 , 0.42721474, 0.2923413 ],
       [0.06466745, 0.98693071, 0.87374551]]))","[( ([0.81204299, 0.18795701, 0.        ]),  ([0.68510258, 0.31489742, 0.        ]))]"
582,"( ([[0.58903559, 0.4490269 , 0.96315595],
       [0.01991285, 0.30422805, 0.00651423],
       [0.15111862, 0.68496846, 0.32546246]]),  ([[0.1148005 , 0.80016323, 0.96532107],
       [0.74468671, 0.75188896, 0.60445071],
       [0.30484201, 0.43427623, 0.5746626 ]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
583,"( ([[0.38624276, 0.28655366, 0.02167239],
       [0.3464071 , 0.04584638, 0.82360754],
       [0.99906713, 0.55570523, 0.96037839]]),  ([[0.75022709, 0.87773468, 0.88215545],
       [0.61599926, 0.81891484, 0.66067627],
       [0.83372575, 0.21956996, 0.70418637]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
584,"( ([[0.88907327, 0.60721882, 0.3020943 ],
       [0.88558892, 0.71043438, 0.8098477 ],
       [0.75972676, 0.55252241, 0.32191285]]),  ([[0.17502674, 0.15135133, 0.42991873],
       [0.59809657, 0.77384698, 0.82949952],
       [0.34024953, 0.25796073, 0.83017042]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
585,"( ([[0.89704019, 0.40527698, 0.34295566],
       [0.30948605, 0.75069729, 0.83337443],
       [0.07017064, 0.57457186, 0.01146126]]),  ([[0.47833547, 0.46424432, 0.03547707],
       [0.7586838 , 0.3615423 , 0.2231033 ],
       [0.22834568, 0.03744984, 0.15470564]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
